,path,emotion
4210,data/training\Actor_05\05_01_01_02_dogs-sitting_disgust.wav,disgust
4211,data/training\Actor_05\05_01_01_02_kids-talking_disgust.wav,disgust
4212,data/training\Actor_05\05_01_02_01_dogs-sitting_disgust.wav,disgust
4213,data/training\Actor_05\05_01_02_01_kids-talking_disgust.wav,disgust
4214,data/training\Actor_05\05_01_02_02_dogs-sitting_disgust.wav,disgust
4215,data/training\Actor_05\05_01_02_02_kids-talking_disgust.wav,disgust
4216,data/training\Actor_06\06_01_01_01_dogs-sitting_disgust.wav,disgust
4217,data/training\Actor_06\06_01_01_01_kids-talking_disgust.wav,disgust
4218,data/training\Actor_06\06_01_01_02_dogs-sitting_disgust.wav,disgust
4219,data/training\Actor_06\06_01_01_02_kids-talking_disgust.wav,disgust
4220,data/training\Actor_06\06_01_02_01_dogs-sitting_disgust.wav,disgust
4221,data/training\Actor_06\06_01_02_01_kids-talking_disgust.wav,disgust
4222,data/training\Actor_06\06_01_02_02_dogs-sitting_disgust.wav,disgust
4223,data/training\Actor_06\06_01_02_02_kids-talking_disgust.wav,disgust
4224,data/training\Actor_07\07_01_01_01_dogs-sitting_disgust.wav,disgust
4225,data/training\Actor_07\07_01_01_01_kids-talking_disgust.wav,disgust
4226,data/training\Actor_07\07_01_01_02_dogs-sitting_disgust.wav,disgust
4227,data/training\Actor_07\07_01_01_02_kids-talking_disgust.wav,disgust
4228,data/training\Actor_07\07_01_02_01_dogs-sitting_disgust.wav,disgust
4229,data/training\Actor_07\07_01_02_01_kids-talking_disgust.wav,disgust
4230,data/training\Actor_07\07_01_02_02_dogs-sitting_disgust.wav,disgust
4231,data/training\Actor_07\07_01_02_02_kids-talking_disgust.wav,disgust
4232,data/training\Actor_08\08_01_01_01_dogs-sitting_disgust.wav,disgust
4233,data/training\Actor_08\08_01_01_01_kids-talking_disgust.wav,disgust
4234,data/training\Actor_08\08_01_01_02_dogs-sitting_disgust.wav,disgust
4235,data/training\Actor_08\08_01_01_02_kids-talking_disgust.wav,disgust
4236,data/training\Actor_08\08_01_02_01_dogs-sitting_disgust.wav,disgust
4237,data/training\Actor_08\08_01_02_01_kids-talking_disgust.wav,disgust
4238,data/training\Actor_08\08_01_02_02_dogs-sitting_disgust.wav,disgust
4239,data/training\Actor_08\08_01_02_02_kids-talking_disgust.wav,disgust
4240,data/training\Actor_09\09_01_01_01_dogs-sitting_disgust.wav,disgust
4241,data/training\Actor_09\09_01_01_01_kids-talking_disgust.wav,disgust
4242,data/training\Actor_09\09_01_01_02_dogs-sitting_disgust.wav,disgust
4243,data/training\Actor_09\09_01_01_02_kids-talking_disgust.wav,disgust
4244,data/training\Actor_09\09_01_02_01_dogs-sitting_disgust.wav,disgust
4245,data/training\Actor_09\09_01_02_01_kids-talking_disgust.wav,disgust
4246,data/training\Actor_09\09_01_02_02_dogs-sitting_disgust.wav,disgust
4247,data/training\Actor_09\09_01_02_02_kids-talking_disgust.wav,disgust
4248,data/training\Actor_10\10_01_01_01_dogs-sitting_disgust.wav,disgust
4249,data/training\Actor_10\10_01_01_01_kids-talking_disgust.wav,disgust
4250,data/training\Actor_10\10_01_01_02_dogs-sitting_disgust.wav,disgust
4251,data/training\Actor_10\10_01_01_02_kids-talking_disgust.wav,disgust
4252,data/training\Actor_10\10_01_02_01_dogs-sitting_disgust.wav,disgust
4253,data/training\Actor_10\10_01_02_01_kids-talking_disgust.wav,disgust
4254,data/training\Actor_10\10_01_02_02_dogs-sitting_disgust.wav,disgust
4255,data/training\Actor_10\10_01_02_02_kids-talking_disgust.wav,disgust
4256,data/training\Actor_11\11_01_01_01_dogs-sitting_disgust.wav,disgust
4257,data/training\Actor_11\11_01_01_01_kids-talking_disgust.wav,disgust
4258,data/training\Actor_11\11_01_01_02_dogs-sitting_disgust.wav,disgust
4259,data/training\Actor_11\11_01_01_02_kids-talking_disgust.wav,disgust
4260,data/training\Actor_11\11_01_02_01_dogs-sitting_disgust.wav,disgust
4261,data/training\Actor_11\11_01_02_01_kids-talking_disgust.wav,disgust
4262,data/training\Actor_11\11_01_02_02_dogs-sitting_disgust.wav,disgust
4263,data/training\Actor_11\11_01_02_02_kids-talking_disgust.wav,disgust
4264,data/training\Actor_12\12_01_01_01_dogs-sitting_disgust.wav,disgust
4265,data/training\Actor_12\12_01_01_01_kids-talking_disgust.wav,disgust
4266,data/training\Actor_12\12_01_01_02_dogs-sitting_disgust.wav,disgust
4267,data/training\Actor_12\12_01_01_02_kids-talking_disgust.wav,disgust
4268,data/training\Actor_12\12_01_02_01_dogs-sitting_disgust.wav,disgust
4269,data/training\Actor_12\12_01_02_01_kids-talking_disgust.wav,disgust
4270,data/training\Actor_12\12_01_02_02_dogs-sitting_disgust.wav,disgust
4271,data/training\Actor_12\12_01_02_02_kids-talking_disgust.wav,disgust
4272,data/training\Actor_13\13_01_01_01_dogs-sitting_disgust.wav,disgust
4273,data/training\Actor_13\13_01_01_01_kids-talking_disgust.wav,disgust
4274,data/training\Actor_13\13_01_01_02_dogs-sitting_disgust.wav,disgust
4275,data/training\Actor_13\13_01_01_02_kids-talking_disgust.wav,disgust
4276,data/training\Actor_13\13_01_02_01_dogs-sitting_disgust.wav,disgust
4277,data/training\Actor_13\13_01_02_01_kids-talking_disgust.wav,disgust
4278,data/training\Actor_13\13_01_02_02_dogs-sitting_disgust.wav,disgust
4279,data/training\Actor_13\13_01_02_02_kids-talking_disgust.wav,disgust
4280,data/training\Actor_18\18_01_01_01_dogs-sitting_disgust.wav,disgust
4281,data/training\Actor_18\18_01_01_01_kids-talking_disgust.wav,disgust
4282,data/training\Actor_18\18_01_01_02_dogs-sitting_disgust.wav,disgust
4283,data/training\Actor_18\18_01_01_02_kids-talking_disgust.wav,disgust
4284,data/training\Actor_18\18_01_02_01_dogs-sitting_disgust.wav,disgust
4285,data/training\Actor_18\18_01_02_01_kids-talking_disgust.wav,disgust
4286,data/training\Actor_18\18_01_02_02_dogs-sitting_disgust.wav,disgust
4287,data/training\Actor_18\18_01_02_02_kids-talking_disgust.wav,disgust
4288,data/training\Actor_19\19_01_01_01_dogs-sitting_disgust.wav,disgust
4289,data/training\Actor_19\19_01_01_01_kids-talking_disgust.wav,disgust
4290,data/training\Actor_19\19_01_01_02_dogs-sitting_disgust.wav,disgust
4291,data/training\Actor_19\19_01_01_02_kids-talking_disgust.wav,disgust
4292,data/training\Actor_19\19_01_02_01_dogs-sitting_disgust.wav,disgust
4293,data/training\Actor_19\19_01_02_01_kids-talking_disgust.wav,disgust
4294,data/training\Actor_19\19_01_02_02_dogs-sitting_disgust.wav,disgust
4295,data/training\Actor_19\19_01_02_02_kids-talking_disgust.wav,disgust
4296,data/training\Actor_20\20_01_01_01_dogs-sitting_disgust.wav,disgust
4297,data/training\Actor_20\20_01_01_01_kids-talking_disgust.wav,disgust
4298,data/training\Actor_20\20_01_01_02_dogs-sitting_disgust.wav,disgust
4299,data/training\Actor_20\20_01_01_02_kids-talking_disgust.wav,disgust
4300,data/training\Actor_20\20_01_02_01_dogs-sitting_disgust.wav,disgust
4301,data/training\Actor_20\20_01_02_01_kids-talking_disgust.wav,disgust
4302,data/training\Actor_20\20_01_02_02_dogs-sitting_disgust.wav,disgust
4303,data/training\Actor_20\20_01_02_02_kids-talking_disgust.wav,disgust
4304,data/training\Actor_21\21_01_01_01_dogs-sitting_disgust.wav,disgust
4305,data/training\Actor_21\21_01_01_01_kids-talking_disgust.wav,disgust
4306,data/training\Actor_21\21_01_01_02_dogs-sitting_disgust.wav,disgust
4307,data/training\Actor_21\21_01_01_02_kids-talking_disgust.wav,disgust
4308,data/training\Actor_21\21_01_02_01_dogs-sitting_disgust.wav,disgust
4309,data/training\Actor_21\21_01_02_01_kids-talking_disgust.wav,disgust
4310,data/training\Actor_21\21_01_02_02_dogs-sitting_disgust.wav,disgust
4311,data/training\Actor_21\21_01_02_02_kids-talking_disgust.wav,disgust
4312,data/training\Actor_22\22_01_01_01_dogs-sitting_disgust.wav,disgust
4313,data/training\Actor_22\22_01_01_01_kids-talking_disgust.wav,disgust
4314,data/training\Actor_22\22_01_01_02_dogs-sitting_disgust.wav,disgust
4315,data/training\Actor_22\22_01_01_02_kids-talking_disgust.wav,disgust
4316,data/training\Actor_22\22_01_02_01_dogs-sitting_disgust.wav,disgust
4317,data/training\Actor_22\22_01_02_01_kids-talking_disgust.wav,disgust
4318,data/training\Actor_22\22_01_02_02_dogs-sitting_disgust.wav,disgust
4319,data/training\Actor_22\22_01_02_02_kids-talking_disgust.wav,disgust
4320,data/training\Actor_23\23_01_01_01_dogs-sitting_disgust.wav,disgust
4321,data/training\Actor_23\23_01_01_01_kids-talking_disgust.wav,disgust
4322,data/training\Actor_23\23_01_01_02_dogs-sitting_disgust.wav,disgust
4323,data/training\Actor_23\23_01_01_02_kids-talking_disgust.wav,disgust
4324,data/training\Actor_23\23_01_02_01_dogs-sitting_disgust.wav,disgust
4325,data/training\Actor_23\23_01_02_01_kids-talking_disgust.wav,disgust
4326,data/training\Actor_23\23_01_02_02_dogs-sitting_disgust.wav,disgust
4327,data/training\Actor_23\23_01_02_02_kids-talking_disgust.wav,disgust
4328,data/training\Actor_24\24_01_01_01_dogs-sitting_disgust.wav,disgust
4329,data/training\Actor_24\24_01_01_01_kids-talking_disgust.wav,disgust
4330,data/training\Actor_24\24_01_01_02_dogs-sitting_disgust.wav,disgust
4331,data/training\Actor_24\24_01_01_02_kids-talking_disgust.wav,disgust
4332,data/training\Actor_24\24_01_02_01_dogs-sitting_disgust.wav,disgust
4333,data/training\Actor_24\24_01_02_01_kids-talking_disgust.wav,disgust
4334,data/training\Actor_24\24_01_02_02_dogs-sitting_disgust.wav,disgust
4335,data/training\Actor_24\24_01_02_02_kids-talking_disgust.wav,disgust
4336,data/training\Actor_25\25_01_01_01_five_disgust.wav,disgust
4337,data/training\Actor_25\25_01_01_01_food_disgust.wav,disgust
4338,data/training\Actor_25\25_01_01_01_gap_disgust.wav,disgust
4339,data/training\Actor_25\25_01_01_01_gas_disgust.wav,disgust
4340,data/training\Actor_25\25_01_01_01_gaze_disgust.wav,disgust
4341,data/training\Actor_25\25_01_01_01_germ_disgust.wav,disgust
4342,data/training\Actor_25\25_01_01_01_get_disgust.wav,disgust
4343,data/training\Actor_25\25_01_01_01_gin_disgust.wav,disgust
4344,data/training\Actor_25\25_01_01_01_goal_disgust.wav,disgust
4345,data/training\Actor_25\25_01_01_01_good_disgust.wav,disgust
4346,data/training\Actor_25\25_01_01_01_goose_disgust.wav,disgust
4347,data/training\Actor_25\25_01_01_01_gun_disgust.wav,disgust
4348,data/training\Actor_25\25_01_01_01_half_disgust.wav,disgust
4349,data/training\Actor_25\25_01_01_01_hall_disgust.wav,disgust
4350,data/training\Actor_25\25_01_01_01_hash_disgust.wav,disgust
4351,data/training\Actor_25\25_01_01_01_hate_disgust.wav,disgust
4352,data/training\Actor_25\25_01_01_01_have_disgust.wav,disgust
4353,data/training\Actor_25\25_01_01_01_haze_disgust.wav,disgust
4354,data/training\Actor_25\25_01_01_01_hire_disgust.wav,disgust
4355,data/training\Actor_25\25_01_01_01_hit_disgust.wav,disgust
4356,data/training\Actor_25\25_01_01_01_hole_disgust.wav,disgust
4357,data/training\Actor_25\25_01_01_01_home_disgust.wav,disgust
4358,data/training\Actor_25\25_01_01_01_hurl_disgust.wav,disgust
4359,data/training\Actor_25\25_01_01_01_hush_disgust.wav,disgust
4360,data/training\Actor_25\25_01_01_01_jail_disgust.wav,disgust
4361,data/training\Actor_25\25_01_01_01_jar_disgust.wav,disgust
4362,data/training\Actor_25\25_01_01_01_join_disgust.wav,disgust
4363,data/training\Actor_25\25_01_01_01_judge_disgust.wav,disgust
4364,data/training\Actor_25\25_01_01_01_jug_disgust.wav,disgust
4365,data/training\Actor_25\25_01_01_01_juice_disgust.wav,disgust
4366,data/training\Actor_25\25_01_01_01_keen_disgust.wav,disgust
4367,data/training\Actor_25\25_01_01_01_keep_disgust.wav,disgust
4368,data/training\Actor_25\25_01_01_01_keg_disgust.wav,disgust
4369,data/training\Actor_25\25_01_01_01_kick_disgust.wav,disgust
4370,data/training\Actor_25\25_01_01_01_kill_disgust.wav,disgust
4371,data/training\Actor_25\25_01_01_01_king_disgust.wav,disgust
4372,data/training\Actor_25\25_01_01_01_kite_disgust.wav,disgust
4373,data/training\Actor_25\25_01_01_01_knock_disgust.wav,disgust
4374,data/training\Actor_25\25_01_01_01_late_disgust.wav,disgust
4375,data/training\Actor_25\25_01_01_01_laud_disgust.wav,disgust
4376,data/training\Actor_25\25_01_01_01_lean_disgust.wav,disgust
4377,data/training\Actor_25\25_01_01_01_learn_disgust.wav,disgust
4378,data/training\Actor_25\25_01_01_01_lease_disgust.wav,disgust
4379,data/training\Actor_25\25_01_01_01_lid_disgust.wav,disgust
4380,data/training\Actor_25\25_01_01_01_life_disgust.wav,disgust
4381,data/training\Actor_25\25_01_01_01_limb_disgust.wav,disgust
4382,data/training\Actor_25\25_01_01_01_live_disgust.wav,disgust
4383,data/training\Actor_25\25_01_01_01_loaf_disgust.wav,disgust
4384,data/training\Actor_25\25_01_01_01_long_disgust.wav,disgust
4385,data/training\Actor_25\25_01_01_01_lore_disgust.wav,disgust
4386,data/training\Actor_25\25_01_01_01_lose_disgust.wav,disgust
4387,data/training\Actor_25\25_01_01_01_lot_disgust.wav,disgust
4388,data/training\Actor_25\25_01_01_01_love_disgust.wav,disgust
4389,data/training\Actor_25\25_01_01_01_luck_disgust.wav,disgust
4390,data/training\Actor_25\25_01_01_01_make_disgust.wav,disgust
4391,data/training\Actor_25\25_01_01_01_match_disgust.wav,disgust
4392,data/training\Actor_25\25_01_01_01_merge_disgust.wav,disgust
4393,data/training\Actor_25\25_01_01_01_mess_disgust.wav,disgust
4394,data/training\Actor_25\25_01_01_01_met_disgust.wav,disgust
4395,data/training\Actor_25\25_01_01_01_mill_disgust.wav,disgust
4396,data/training\Actor_25\25_01_01_01_mob_disgust.wav,disgust
4397,data/training\Actor_25\25_01_01_01_mode_disgust.wav,disgust
4398,data/training\Actor_25\25_01_01_01_mood_disgust.wav,disgust
4399,data/training\Actor_25\25_01_01_01_moon_disgust.wav,disgust
4400,data/training\Actor_25\25_01_01_01_mop_disgust.wav,disgust
4401,data/training\Actor_25\25_01_01_01_mouse_disgust.wav,disgust
4402,data/training\Actor_25\25_01_01_01_nag_disgust.wav,disgust
4403,data/training\Actor_25\25_01_01_01_name_disgust.wav,disgust
4404,data/training\Actor_25\25_01_01_01_near_disgust.wav,disgust
4405,data/training\Actor_25\25_01_01_01_neat_disgust.wav,disgust
4406,data/training\Actor_25\25_01_01_01_nice_disgust.wav,disgust
4407,data/training\Actor_25\25_01_01_01_note_disgust.wav,disgust
4408,data/training\Actor_25\25_01_01_01_numb_disgust.wav,disgust
4409,data/training\Actor_25\25_01_01_01_pad_disgust.wav,disgust
4410,data/training\Actor_25\25_01_01_01_page_disgust.wav,disgust
4411,data/training\Actor_25\25_01_01_01_pain_disgust.wav,disgust
4412,data/training\Actor_25\25_01_01_01_pass_disgust.wav,disgust
4413,data/training\Actor_25\25_01_01_01_pearl_disgust.wav,disgust
4414,data/training\Actor_25\25_01_01_01_peg_disgust.wav,disgust
4415,data/training\Actor_25\25_01_01_01_perch_disgust.wav,disgust
4416,data/training\Actor_25\25_01_01_01_phone_disgust.wav,disgust
4417,data/training\Actor_25\25_01_01_01_pick_disgust.wav,disgust
4418,data/training\Actor_25\25_01_01_01_pike_disgust.wav,disgust
4419,data/training\Actor_25\25_01_01_01_pole_disgust.wav,disgust
4420,data/training\Actor_25\25_01_01_01_pool_disgust.wav,disgust
4421,data/training\Actor_25\25_01_01_01_puff_disgust.wav,disgust
4422,data/training\Actor_25\25_01_01_01_rag_disgust.wav,disgust
4423,data/training\Actor_25\25_01_01_01_raid_disgust.wav,disgust
4424,data/training\Actor_25\25_01_01_01_rain_disgust.wav,disgust
4425,data/training\Actor_25\25_01_01_01_raise_disgust.wav,disgust
4426,data/training\Actor_25\25_01_01_01_rat_disgust.wav,disgust
4427,data/training\Actor_25\25_01_01_01_reach_disgust.wav,disgust
4428,data/training\Actor_25\25_01_01_01_read_disgust.wav,disgust
4429,data/training\Actor_25\25_01_01_01_red_disgust.wav,disgust
4430,data/training\Actor_25\25_01_01_01_ring_disgust.wav,disgust
4431,data/training\Actor_25\25_01_01_01_ripe_disgust.wav,disgust
4432,data/training\Actor_25\25_01_01_01_road_disgust.wav,disgust
4433,data/training\Actor_25\25_01_01_01_room_disgust.wav,disgust
4434,data/training\Actor_25\25_01_01_01_rose_disgust.wav,disgust
4435,data/training\Actor_25\25_01_01_01_rot_disgust.wav,disgust
4436,data/training\Actor_25\25_01_01_01_rough_disgust.wav,disgust
4437,data/training\Actor_25\25_01_01_01_rush_disgust.wav,disgust
4438,data/training\Actor_25\25_01_01_01_said_disgust.wav,disgust
4439,data/training\Actor_25\25_01_01_01_sail_disgust.wav,disgust
4440,data/training\Actor_25\25_01_01_01_search_disgust.wav,disgust
4441,data/training\Actor_25\25_01_01_01_seize_disgust.wav,disgust
4442,data/training\Actor_25\25_01_01_01_sell_disgust.wav,disgust
4443,data/training\Actor_25\25_01_01_01_shack_disgust.wav,disgust
4444,data/training\Actor_25\25_01_01_01_shall_disgust.wav,disgust
4445,data/training\Actor_25\25_01_01_01_shawl_disgust.wav,disgust
4446,data/training\Actor_25\25_01_01_01_sheep_disgust.wav,disgust
4447,data/training\Actor_25\25_01_01_01_shirt_disgust.wav,disgust
4448,data/training\Actor_25\25_01_01_01_should_disgust.wav,disgust
4449,data/training\Actor_25\25_01_01_01_shout_disgust.wav,disgust
4450,data/training\Actor_25\25_01_01_01_size_disgust.wav,disgust
4451,data/training\Actor_25\25_01_01_01_soap_disgust.wav,disgust
4452,data/training\Actor_25\25_01_01_01_soup_disgust.wav,disgust
4453,data/training\Actor_25\25_01_01_01_sour_disgust.wav,disgust
4454,data/training\Actor_25\25_01_01_01_south_disgust.wav,disgust
4455,data/training\Actor_25\25_01_01_01_sub_disgust.wav,disgust
4456,data/training\Actor_25\25_01_01_01_such_disgust.wav,disgust
4457,data/training\Actor_25\25_01_01_01_sure_disgust.wav,disgust
4458,data/training\Actor_25\25_01_01_01_take_disgust.wav,disgust
4459,data/training\Actor_25\25_01_01_01_talk_disgust.wav,disgust
4460,data/training\Actor_25\25_01_01_01_tape_disgust.wav,disgust
4461,data/training\Actor_25\25_01_01_01_team_disgust.wav,disgust
4462,data/training\Actor_25\25_01_01_01_tell_disgust.wav,disgust
4463,data/training\Actor_25\25_01_01_01_thin_disgust.wav,disgust
4464,data/training\Actor_25\25_01_01_01_third_disgust.wav,disgust
4465,data/training\Actor_25\25_01_01_01_thought_disgust.wav,disgust
4466,data/training\Actor_25\25_01_01_01_thumb_disgust.wav,disgust
4467,data/training\Actor_25\25_01_01_01_time_disgust.wav,disgust
4468,data/training\Actor_25\25_01_01_01_tip_disgust.wav,disgust
4469,data/training\Actor_25\25_01_01_01_tire_disgust.wav,disgust
4470,data/training\Actor_25\25_01_01_01_ton_disgust.wav,disgust
4471,data/training\Actor_25\25_01_01_01_tool_disgust.wav,disgust
4472,data/training\Actor_25\25_01_01_01_tough_disgust.wav,disgust
4473,data/training\Actor_25\25_01_01_01_turn_disgust.wav,disgust
4474,data/training\Actor_25\25_01_01_01_vine_disgust.wav,disgust
4475,data/training\Actor_25\25_01_01_01_voice_disgust.wav,disgust
4476,data/training\Actor_25\25_01_01_01_void_disgust.wav,disgust
4477,data/training\Actor_25\25_01_01_01_vote_disgust.wav,disgust
4478,data/training\Actor_25\25_01_01_01_wag_disgust.wav,disgust
4479,data/training\Actor_25\25_01_01_01_walk_disgust.wav,disgust
4480,data/training\Actor_25\25_01_01_01_wash_disgust.wav,disgust
4481,data/training\Actor_25\25_01_01_01_week_disgust.wav,disgust
4482,data/training\Actor_25\25_01_01_01_wheat_disgust.wav,disgust
4483,data/training\Actor_25\25_01_01_01_when_disgust.wav,disgust
4484,data/training\Actor_25\25_01_01_01_which_disgust.wav,disgust
4485,data/training\Actor_25\25_01_01_01_whip_disgust.wav,disgust
4486,data/training\Actor_25\25_01_01_01_white_disgust.wav,disgust
4487,data/training\Actor_25\25_01_01_01_wife_disgust.wav,disgust
4488,data/training\Actor_25\25_01_01_01_wire_disgust.wav,disgust
4489,data/training\Actor_25\25_01_01_01_witch_disgust.wav,disgust
4490,data/training\Actor_25\25_01_01_01_yearn_disgust.wav,disgust
4491,data/training\Actor_25\25_01_01_01_yes_disgust.wav,disgust
4492,data/training\Actor_25\25_01_01_01_young_disgust.wav,disgust
4493,data/training\Actor_25\25_01_01_01_youth_disgust.wav,disgust
4494,data/training\Actor_26\26_01_01_01_back_disgust.wav,disgust
4495,data/training\Actor_26\26_01_01_01_bar_disgust.wav,disgust
4496,data/training\Actor_26\26_01_01_01_base_disgust.wav,disgust
4497,data/training\Actor_26\26_01_01_01_bath_disgust.wav,disgust
4498,data/training\Actor_26\26_01_01_01_bean_disgust.wav,disgust
4499,data/training\Actor_26\26_01_01_01_beg_disgust.wav,disgust
4500,data/training\Actor_26\26_01_01_01_bite_disgust.wav,disgust
4501,data/training\Actor_26\26_01_01_01_boat_disgust.wav,disgust
4502,data/training\Actor_26\26_01_01_01_bone_disgust.wav,disgust
4503,data/training\Actor_26\26_01_01_01_book_disgust.wav,disgust
4504,data/training\Actor_26\26_01_01_01_bought_disgust.wav,disgust
4505,data/training\Actor_26\26_01_01_01_burn_disgust.wav,disgust
4506,data/training\Actor_26\26_01_01_01_cab_disgust.wav,disgust
4507,data/training\Actor_26\26_01_01_01_calm_disgust.wav,disgust
4508,data/training\Actor_26\26_01_01_01_came_disgust.wav,disgust
4509,data/training\Actor_26\26_01_01_01_cause_disgust.wav,disgust
4510,data/training\Actor_26\26_01_01_01_chain_disgust.wav,disgust
4511,data/training\Actor_26\26_01_01_01_chair_disgust.wav,disgust
4512,data/training\Actor_26\26_01_01_01_chalk_disgust.wav,disgust
4513,data/training\Actor_26\26_01_01_01_chat_disgust.wav,disgust
4514,data/training\Actor_26\26_01_01_01_check_disgust.wav,disgust
4515,data/training\Actor_26\26_01_01_01_cheek_disgust.wav,disgust
4516,data/training\Actor_26\26_01_01_01_chief_disgust.wav,disgust
4517,data/training\Actor_26\26_01_01_01_choice_disgust.wav,disgust
4518,data/training\Actor_26\26_01_01_01_cool_disgust.wav,disgust
4519,data/training\Actor_26\26_01_01_01_dab_disgust.wav,disgust
4520,data/training\Actor_26\26_01_01_01_date_disgust.wav,disgust
4521,data/training\Actor_26\26_01_01_01_dead_disgust.wav,disgust
4522,data/training\Actor_26\26_01_01_01_death_disgust.wav,disgust
4523,data/training\Actor_26\26_01_01_01_deep_disgust.wav,disgust
4524,data/training\Actor_26\26_01_01_01_dime_disgust.wav,disgust
4525,data/training\Actor_26\26_01_01_01_dip_disgust.wav,disgust
4526,data/training\Actor_26\26_01_01_01_ditch_disgust.wav,disgust
4527,data/training\Actor_26\26_01_01_01_dodge_disgust.wav,disgust
4528,data/training\Actor_26\26_01_01_01_dog_disgust.wav,disgust
4529,data/training\Actor_26\26_01_01_01_doll_disgust.wav,disgust
4530,data/training\Actor_26\26_01_01_01_door_disgust.wav,disgust
4531,data/training\Actor_26\26_01_01_01_fail_disgust.wav,disgust
4532,data/training\Actor_26\26_01_01_01_fall_disgust.wav,disgust
4533,data/training\Actor_26\26_01_01_01_far_disgust.wav,disgust
4534,data/training\Actor_26\26_01_01_01_fat_disgust.wav,disgust
4535,data/training\Actor_26\26_01_01_01_fit_disgust.wav,disgust
4536,data/training\Actor_26\26_01_01_01_five_disgust.wav,disgust
4537,data/training\Actor_26\26_01_01_01_food_disgust.wav,disgust
4538,data/training\Actor_26\26_01_01_01_gap_disgust.wav,disgust
4539,data/training\Actor_26\26_01_01_01_gas_disgust.wav,disgust
4540,data/training\Actor_26\26_01_01_01_gaze_disgust.wav,disgust
4541,data/training\Actor_26\26_01_01_01_germ_disgust.wav,disgust
4542,data/training\Actor_26\26_01_01_01_get_disgust.wav,disgust
4543,data/training\Actor_26\26_01_01_01_gin_disgust.wav,disgust
4544,data/training\Actor_26\26_01_01_01_goal_disgust.wav,disgust
4545,data/training\Actor_26\26_01_01_01_good_disgust.wav,disgust
4546,data/training\Actor_26\26_01_01_01_goose_disgust.wav,disgust
4547,data/training\Actor_26\26_01_01_01_gun_disgust.wav,disgust
4548,data/training\Actor_26\26_01_01_01_half_disgust.wav,disgust
4549,data/training\Actor_26\26_01_01_01_hall_disgust.wav,disgust
4550,data/training\Actor_26\26_01_01_01_hash_disgust.wav,disgust
4551,data/training\Actor_26\26_01_01_01_hate_disgust.wav,disgust
4552,data/training\Actor_26\26_01_01_01_have_disgust.wav,disgust
4553,data/training\Actor_26\26_01_01_01_haze_disgust.wav,disgust
4554,data/training\Actor_26\26_01_01_01_hire_disgust.wav,disgust
4555,data/training\Actor_26\26_01_01_01_hit_disgust.wav,disgust
4556,data/training\Actor_26\26_01_01_01_hole_disgust.wav,disgust
4557,data/training\Actor_26\26_01_01_01_home_disgust.wav,disgust
4558,data/training\Actor_26\26_01_01_01_hurl_disgust.wav,disgust
4559,data/training\Actor_26\26_01_01_01_hush_disgust.wav,disgust
4560,data/training\Actor_26\26_01_01_01_jail_disgust.wav,disgust
4561,data/training\Actor_26\26_01_01_01_jar_disgust.wav,disgust
4562,data/training\Actor_26\26_01_01_01_join_disgust.wav,disgust
4563,data/training\Actor_26\26_01_01_01_judge_disgust.wav,disgust
4564,data/training\Actor_26\26_01_01_01_jug_disgust.wav,disgust
4565,data/training\Actor_26\26_01_01_01_juice_disgust.wav,disgust
4566,data/training\Actor_26\26_01_01_01_keen_disgust.wav,disgust
4567,data/training\Actor_26\26_01_01_01_keep_disgust.wav,disgust
4568,data/training\Actor_26\26_01_01_01_keg_disgust.wav,disgust
4569,data/training\Actor_26\26_01_01_01_kick_disgust.wav,disgust
4570,data/training\Actor_26\26_01_01_01_kill_disgust.wav,disgust
4571,data/training\Actor_26\26_01_01_01_king_disgust.wav,disgust
4572,data/training\Actor_26\26_01_01_01_kite_disgust.wav,disgust
4573,data/training\Actor_26\26_01_01_01_knock_disgust.wav,disgust
4574,data/training\Actor_26\26_01_01_01_late_disgust.wav,disgust
4575,data/training\Actor_26\26_01_01_01_laud_disgust.wav,disgust
4576,data/training\Actor_26\26_01_01_01_lean_disgust.wav,disgust
4577,data/training\Actor_26\26_01_01_01_learn_disgust.wav,disgust
4578,data/training\Actor_26\26_01_01_01_lease_disgust.wav,disgust
4579,data/training\Actor_26\26_01_01_01_lid_disgust.wav,disgust
4580,data/training\Actor_26\26_01_01_01_life_disgust.wav,disgust
4581,data/training\Actor_26\26_01_01_01_limb_disgust.wav,disgust
4582,data/training\Actor_26\26_01_01_01_live_disgust.wav,disgust
4583,data/training\Actor_26\26_01_01_01_loaf_disgust.wav,disgust
4584,data/training\Actor_26\26_01_01_01_long_disgust.wav,disgust
4585,data/training\Actor_26\26_01_01_01_lore_disgust.wav,disgust
4586,data/training\Actor_26\26_01_01_01_lose_disgust.wav,disgust
4587,data/training\Actor_26\26_01_01_01_lot_disgust.wav,disgust
4588,data/training\Actor_26\26_01_01_01_love_disgust.wav,disgust
4589,data/training\Actor_26\26_01_01_01_luck_disgust.wav,disgust
4590,data/training\Actor_26\26_01_01_01_make_disgust.wav,disgust
4591,data/training\Actor_26\26_01_01_01_match_disgust.wav,disgust
4592,data/training\Actor_26\26_01_01_01_merge_disgust.wav,disgust
4593,data/training\Actor_26\26_01_01_01_mess_disgust.wav,disgust
4594,data/training\Actor_26\26_01_01_01_met_disgust.wav,disgust
4595,data/training\Actor_26\26_01_01_01_mill_disgust.wav,disgust
